sample_id,brand,quantity,pack_count,unit_quantity,category,price
94166,2337,21.0,21,1.0,25,7.125
5667,7967,16.0,1,16.0,17,20.78
59769,7200,1.0,6,0.16666666666666666,17,78.86
94275,348,12.0,1,12.0,15,4.155
271620,2981,1.0,1,1.0,16,17.09
83301,910,6.0,1,6.0,17,11.99
27895,8547,1.76,1,1.76,27,10.84
48153,190,42.0,12,3.5,17,4.87
53755,1061,11.28,1,11.28,23,38.19
22179,7976,20.5,1,20.5,16,14.99
193863,1605,12.68,1,12.68,13,13.99
207191,1864,,1,,25,3.39
139514,6210,1.0,2,0.5,17,20.05
71665,2010,28.0,8,3.5,17,56.99
211638,5804,6.0,1,6.0,17,42.99
158992,5985,384.0,1,384.0,17,44.19
181053,3996,128.0,8,16.0,9,4.89
250142,8411,3.0,1,3.0,16,11.61
201765,3314,64.0,1,64.0,16,53.7
226228,3723,222.0,1,222.0,2,35.0
119353,8589,1.0,1,1.0,25,38.0
225780,8195,8.5,1,8.5,21,7.585
125222,3193,97.2,1,97.2,23,5.26
289169,6588,32.0,1,32.0,13,10.1
9221,8385,3.8,1,3.8,17,1.29
52337,6244,80.0,1,80.0,20,29.99
139350,6294,50.0,1,50.0,15,37.0
710,6139,14.0,1,14.0,8,15.435
186709,7303,2.12,1,2.12,0,12.99
223181,1912,1.0,1,1.0,15,74.99
195790,1921,12.0,1,12.0,20,56.83
156799,5746,6.0,1,6.0,17,157.03
162090,1269,52.0,4,13.0,17,6.19
26721,5774,1.0,1,1.0,17,5.88
144858,6977,56.0,1,56.0,9,6.99
255406,4602,4.0,1,4.0,23,8.17
136129,864,6.0,3,2.0,17,7.45
210964,8437,3.38,1,3.38,17,6.99
265261,3378,1.0,1,1.0,7,39.99
277138,4909,68.4,12,5.7,20,1.0
113322,8868,10.0,1,10.0,2,13.24
137102,7859,200.0,1,200.0,17,30.09
266334,3807,7.0,1,7.0,17,10.85
221330,6103,1.0,1,1.0,17,9.99
261579,8538,11.0,1,11.0,8,11.44
145114,6899,12.0,1,12.0,15,83.74
40746,4614,1.0,1,1.0,21,14.75
234492,7425,12.0,1,12.0,16,2.28
12664,7923,12.35,1,12.35,2,17.48
32755,4578,21.0,6,3.5,25,10.66
232326,6042,34.2,1,34.2,2,49.99
112780,4866,46.4,8,5.8,23,4.29
690,6308,42.0,1,42.0,17,48.23
157802,959,42.32,21,2.0152380952380953,20,14.99
282509,5092,5.0,1,5.0,17,2.4450000000000003
130668,1069,128.68,1,128.68,9,5.19
50042,7344,9.2,1,9.2,17,6.71
203832,6147,15.2,1,15.2,2,2.49
79353,5926,3.24,2,1.62,2,3.775
19859,2647,31.8,1,31.8,17,56.84
177473,5601,35.2,1,35.2,17,45.87
35161,9645,6.0,1,6.0,17,8.39
190257,9643,1.0,1,1.0,20,18.99
179564,2760,48.0,1,48.0,8,30.49
158891,8476,864.0,24,36.0,7,38.595
227809,1713,72.0,6,12.0,9,12.19
89063,1123,300.0,300,1.0,25,10.89
179305,9184,7.05,1,7.05,8,30.49
101947,1448,90.0,1,90.0,25,30.99
12025,7178,12.0,1,12.0,2,13.88
211636,3600,0.0353,6,0.005883333333333333,16,145.97
132729,6951,1.4,1,1.4,17,12.99
227941,10045,1.0,1,1.0,17,20.99
130276,9603,54.0,1,54.0,16,35.9
24714,6251,4.3,1,4.3,16,10.69
127677,9603,6.5,1,6.5,17,9.99
167110,9725,16.0,1,16.0,17,5.2
99376,4336,1.0,1,1.0,20,159.99
296016,1400,1.0,1,1.0,23,18.365
232581,343,17.64,1,17.64,25,21.09
292962,864,24.0,1,24.0,17,3.675
275650,1902,14.0,1,14.0,17,11.99
66011,1731,16.0,1,16.0,17,19.95
105821,450,50.0,1,50.0,8,16.99
112698,8672,87.0,1,87.0,17,29.36
249501,9574,3.0,1,3.0,17,11.18
298073,1673,84.0,6,14.0,25,4.58
26446,9126,182.4,12,15.200000000000001,2,29.93
92472,8674,14.11,1,14.11,16,14.99
265418,6042,32.0,1,32.0,17,6.2
77893,6018,16.2,1,16.2,17,59.37
191932,3768,2.0,1,2.0,7,1.36
176965,9332,14.7,3,4.8999999999999995,7,2.12
71631,8842,168.0,6,28.0,17,25.43
265959,9285,8.7,1,8.7,25,38.99
224900,878,1.0,1,1.0,20,10.98
61315,3971,7.0,1,7.0,23,11.99
268248,422,24.0,1,24.0,2,5.18
95314,4584,640.0,1,640.0,17,14.99
123953,6196,4.0,1,4.0,21,17.99
13620,4578,32.0,4,8.0,21,20.14
26918,2110,11.7,1,11.7,23,4.18
291924,8480,80.0,1,80.0,20,65.95
182017,2278,64.0,1,64.0,2,28.79
227052,7639,1.0,1,1.0,9,10.99
104183,6982,0.31,1,0.31,17,15.93
251966,9066,4.0,1,4.0,20,6.99
278920,1864,20.0,1,20.0,25,3.39
169280,4681,12.0,1,12.0,23,18.19
66853,7099,3.0,1,3.0,17,84.16
128832,86,14.0,1,14.0,17,39.9
264880,8345,59.2,4,14.8,2,23.99
143182,9246,4.0,4,1.0,17,26.98
243378,1725,144.0,12,12.0,13,8.254999999999999
21379,5343,96.0,1,96.0,20,6.49
222568,9269,20.8,1,20.8,23,8.98
86997,4939,2.25,1,2.25,17,0.36
58841,6357,11.28,4,2.82,20,2.055
10294,4084,10.0,1,10.0,21,6.79
42544,3231,24.0,1,24.0,8,33.03
265990,3310,56.0,1,56.0,8,75.26
298078,495,36.0,12,3.0,7,12.695
223304,9088,13.75,1,13.75,17,9.97
101295,5660,,1,,17,235.78
62388,2890,80.0,1,80.0,17,141.25
290419,5181,34.0,4,8.5,2,3.94
34729,8893,105.72,6,17.62,15,27.85
123226,3157,12.0,1,12.0,20,8.99
236334,9662,48.0,1,48.0,20,39.99
211405,3600,12.0,6,2.0,23,53.99
15781,7240,2.2,1,2.2,21,9.43
60398,86,11.100000000000001,1,11.100000000000001,17,7.37
246446,8515,14.0,6,2.3333333333333335,15,78.0
244562,2849,8.8,1,8.8,23,10.49
75369,5260,2.1,1,2.1,25,8.53
271882,8487,0.82,1,0.82,25,34.99
65703,6274,12.6,2,6.3,17,3.99
56163,8620,16.0,1,16.0,17,22.78
165684,5724,29.3,1,29.3,8,12.91
106551,3730,27.0,1,27.0,23,12.86
191539,329,20.0,1,20.0,17,12.170000000000002
230951,6196,16.0,1,16.0,23,5.99
233424,3233,65.4,6,10.9,17,51.99
50315,3926,31.6,1,31.6,23,21.5
216763,7311,4.0,1,4.0,25,9.99
57364,3766,1.0,1,1.0,20,98.99
108106,8089,48.0,1,48.0,17,39.99
212305,9064,25.4,1,25.4,2,30.0
123757,654,8.0,1,8.0,23,5.32
254027,9675,1.0,1,1.0,17,15.99
198841,2425,16.4,1,16.4,27,56.26
52126,5688,1.0,1,1.0,17,21.99
142239,6854,4.0,1,4.0,15,17.97
204242,2566,30.0,1,30.0,25,19.28
227777,2761,10.0,1,10.0,8,8.225000000000001
16855,4871,640.0,8,80.0,17,93.78
269215,626,7.05,1,7.05,0,6.99
172338,7923,1.0,1,1.0,17,8.67
202188,864,44.0,2,22.0,2,24.99
242292,6356,6.0,1,6.0,17,29.99
214206,9574,13.44,12,1.1199999999999999,25,17.01
62057,8917,2.0,2,1.0,15,10.99
299416,5092,29.0,1,29.0,17,5.37
4157,1968,48.0,4,12.0,23,14.94
287453,6707,9.75,1,9.75,23,8.49
147897,6578,150.0,1,150.0,15,86.43
269226,6745,25.2,12,2.1,0,29.99
13492,9344,80.0,1,80.0,23,39.97
38088,6055,4.0,4,1.0,21,3.99
59338,2990,9.52,1,9.52,15,17.5
21772,10041,202.8,6,33.800000000000004,17,15.395
118776,3569,9.0,1,9.0,16,22.0
279442,5158,8.0,1,8.0,8,13.295
152253,5224,8.0,1,8.0,20,21.56
278851,9438,60.0,1,60.0,15,21.84
56028,5795,24.0,1,24.0,9,3.88
242848,1055,192.0,12,16.0,17,30.31
114756,7470,22.72,2,11.36,17,5.12
278128,9087,96.0,6,16.0,25,22.74
292740,5092,192.0,12,16.0,17,49.99
247092,2221,20.0,1,20.0,23,16.95
173538,5234,120.0,1,120.0,16,11.5
71566,4920,63.48,1,63.48,17,6.74
197015,5928,150.0,1,150.0,25,29.99
158779,6297,144.0,1,144.0,17,4.055
284503,6042,16.0,1,16.0,17,4.640000000000001
65138,1121,4.0,1,4.0,7,6.220000000000001
211561,8519,1.0,1,1.0,2,12.99
172141,7539,32.0,1,32.0,20,2.98
110224,938,7.0,1,7.0,15,18.99
87666,5164,5.5,1,5.5,9,2.0
40755,8538,16.0,1,16.0,8,12.5
120790,6103,3.8,1,3.8,2,9.99
109016,1710,96.0,6,16.0,23,31.99
203717,5659,16.0,1,16.0,17,14.99
53558,9887,96.0,12,8.0,20,45.91
162970,3776,32.0,1,32.0,16,18.99
30519,6196,72.0,6,12.0,17,7.2
67119,3142,24.0,12,2.0,23,31.99
173705,3006,1.0,1,1.0,16,3.48
180857,7145,54.0,12,4.5,16,5.29
21915,3530,160.0,1,160.0,8,140.0
65061,3378,32.0,1,32.0,25,26.99
99439,2556,1.0,1,1.0,20,19.99
95550,5298,1.0,1,1.0,2,67.0
24155,5158,12.0,1,12.0,8,12.99
208350,3600,28.08,6,4.68,20,52.99
191304,5569,6.0,1,6.0,2,59.53
40257,1469,132.0,6,22.0,25,23.93
266692,2455,1.0,1,1.0,17,15.0
218088,5724,9.9,1,9.9,8,5.96
189221,3265,12.5,1,12.5,17,25.145000000000003
250420,3884,12.0,1,12.0,17,26.99
90242,4550,3.0,1,3.0,17,10.95
84878,190,8.75,1,8.75,21,9.99
266885,8048,1.0,1,1.0,17,4.39
151830,9340,7.75,1,7.75,23,7.5
29098,2867,42.0,1,42.0,17,10.12
119994,6035,16.0,1,16.0,13,11.58
145988,542,100.0,1,100.0,15,38.54
274481,619,11.0,1,11.0,23,11.99
194394,2902,6.0,6,1.0,20,5.0
98105,126,9.0,1,9.0,16,12.49
89497,8332,24.0,1,24.0,23,7.945
295709,8496,1.0,1,1.0,25,3.925
263178,3395,1.0,1,1.0,15,74.98
72874,5243,48.0,1,48.0,13,16.55
256244,7041,4.0,4,1.0,17,4.95
34289,6127,10.6,1,10.6,5,5.47
124222,1834,36.0,4,9.0,23,8.09
190980,8411,1.0,1,1.0,16,6.53
125054,5809,18.0,1,18.0,17,18.65
85813,436,1.2,1,1.2,17,2.19
248043,7430,16.0,1,16.0,17,16.96
104075,3807,64.0,1,64.0,9,6.78
223541,4475,13.0,1,13.0,23,32.6
65902,4778,78.0,1,78.0,20,62.99
172053,8487,16.0,1,16.0,9,26.96
6744,8998,33.0,6,5.5,25,52.495
156692,1053,6.0,1,6.0,13,138.28
109942,8241,96.0,1,96.0,9,20.99
103758,8683,1.0,1,1.0,9,16.59
28192,7388,1.0,1,1.0,17,123.22
80419,3378,80.0,1,80.0,25,64.95
124852,5976,25.4,1,25.4,2,16.69
180132,6050,12.0,1,12.0,16,8.0
47019,6806,400.0,1,400.0,17,51.57
227398,4127,78.5,1,78.5,15,16.99
224312,5164,12.0,8,1.5,7,14.88
277111,1720,11.1,1,11.1,23,2.33
124090,5247,48.0,1,48.0,13,49.345
164199,1938,21.0,3,7.0,21,20.37
258373,1010,16.0,1,16.0,17,17.95
258567,2927,5.0,1,5.0,17,11.9
171492,3772,21.12,1,21.12,15,3.375
172138,4539,15.6,4,3.9,15,1.59
69173,4632,16.0,1,16.0,17,25.31
81204,4962,73.2,6,12.200000000000001,20,3.42
170595,3311,16.0,1,16.0,17,6.49
31742,6614,15.0,10,1.5,23,10.66
34304,6042,1.0,1,1.0,2,14.355
111867,5673,9.0,1,9.0,17,15.19
163511,2712,10.4,4,2.6,17,14.52
77688,8066,24.0,2,12.0,20,4.39
158659,4423,4.0,1,4.0,8,10.61
6090,3126,32.0,1,32.0,17,29.99
175476,2667,23.5,1,23.5,13,5.46
52939,2878,32.4,1,32.4,17,37.85
12601,2291,13.5,1,13.5,23,25.14
80448,3925,7.0,1,7.0,17,8.84
172155,6977,16.3,1,16.3,17,5.2
120293,8148,4.0,4,1.0,17,8.65
261594,1469,54.0,1,54.0,21,9.99
249509,8301,18.0,1,18.0,12,13.31
14634,850,10.2,1,10.2,0,5.975
42179,9645,288.0,12,24.0,17,5.49
106558,7173,144.0,6,24.0,21,7.44
122289,8188,12.0,1,12.0,8,33.0
91774,8252,16.0,1,16.0,16,9.7
168848,4979,64.0,4,16.0,25,11.5
60633,5750,3.82,1,3.82,17,7.29
240108,3314,40.0,1,40.0,9,19.53
78132,9230,11.0,1,11.0,17,5.585000000000001
286813,5976,135.2,4,33.8,2,54.99
170467,4125,42.0,42,1.0,15,33.9
200184,8124,21.0,1,21.0,17,3.99
90109,4035,15.0,1,15.0,21,4.14
202993,9784,40.0,8,5.0,7,8.96
16201,450,1.0,1,1.0,9,0.98
131499,6288,72.0,12,6.0,17,41.0
170782,9339,8.82,1,8.82,17,45.28
26964,4,16.0,1,16.0,13,18.99
220872,910,12.0,1,12.0,9,7.29
164663,5838,24.0,2,12.0,15,4.535
48025,2257,11.3,1,11.3,17,17.09
257704,5277,16.0,1,16.0,25,12.5
122620,1232,40.0,2,20.0,17,12.845
210227,6752,1.0,1,1.0,17,35.24
87363,1123,40.0,1,40.0,25,4.99
44324,9887,,1,,16,33.59
10383,4539,3.4,1,3.4,17,1.565
36971,5614,169.07,1,169.07,17,34.99
96927,3314,32.0,1,32.0,23,51.44
285013,5092,12.0,1,12.0,21,3.99
79482,4939,7.2,48,0.15,17,0.5
40719,8957,15.0,1,15.0,23,34.99
255843,7293,42.0,1,42.0,17,6.74
98943,2067,6.0,1,6.0,20,14.78
17407,8331,28.5,1,28.5,7,3.985
58254,3581,240.0,1,240.0,2,2.99
94936,5501,32.0,1,32.0,17,10.98
77660,7424,16.93,1,16.93,17,5.29
10524,8620,5.0,1,5.0,17,22.78
3395,5589,37.5,1,37.5,17,14.9
112806,7835,6.8,1,6.8,23,7.11
88894,390,8.0,1,8.0,20,33.32
167357,4475,3.25,1,3.25,17,4.97
289209,2777,8.0,1,8.0,13,20.98
21168,4882,80.0,1,80.0,17,25.15
114895,5868,48.0,1,48.0,23,28.135
97529,7769,12.0,1,12.0,7,35.89
184185,9673,1.0,1,1.0,17,6.99
25788,2010,3.2,1,3.2,0,3.645
248448,1150,12.8,1,12.8,16,23.38
150144,3768,288.0,24,12.0,17,10.845
187761,4224,15.0,1,15.0,7,3.13
31184,1720,10.5,1,10.5,17,1.89
115892,4888,4.0,4,1.0,21,3.685
38163,4285,32.0,1,32.0,17,6.105
207578,7306,1.0,1,1.0,8,11.92
291586,9246,72.0,4,18.0,25,7.84
36348,6600,1600.0,1,1600.0,2,9.425
274754,4609,25.0,1,25.0,17,2.19
150879,6561,16.0,1,16.0,16,13.73
192835,1940,9.0,1,9.0,2,11.69
242603,5092,132.0,12,11.0,9,31.33
292553,8469,640.0,1,640.0,17,17.57
116150,10045,1.0,1,1.0,17,23.99
43679,1364,1.0,1,1.0,2,37.03
122249,1923,1.0,1,1.0,9,151.88
291448,4939,16.32,96,0.17,17,29.88
123683,1039,0.17,1,0.17,23,14.99
64231,1525,24.0,1,24.0,21,9.49
187990,6883,276.0,1,276.0,25,4.06
232786,4125,2.5,3,0.8333333333333334,7,34.99
257947,2183,1.0,1,1.0,2,75.3
76812,1685,,1,,15,24.7
107440,3726,60.0,1,60.0,17,40.06
20303,5602,16.0,1,16.0,15,50.19
178081,8302,200.0,1,200.0,12,23.92
73294,6006,140.8,16,8.8,20,164.99
177249,9884,84.0,1,84.0,11,15.59
162561,8567,18.0,1,18.0,20,52.99
240866,4962,45.0,3,15.0,17,3.79
267874,6053,144.0,1,144.0,17,6.895
156486,9195,24.0,1,24.0,23,2.62
217355,8606,18.0,12,1.5,7,23.5
129280,7597,16.0,1,16.0,7,7.62
60672,3314,320.0,1,320.0,13,253.215
20972,7258,16.0,1,16.0,15,50.19
266748,6042,32.0,1,32.0,23,7.68
56188,5235,1.0,1,1.0,17,39.98
15288,1360,50.0,1,50.0,16,14.99
67362,559,3.5,1,3.5,17,11.99
119983,7539,18.0,1,18.0,20,4.93
216637,7702,6.7,8,0.8375,23,71.99
164709,2813,40.0,1,40.0,3,53.26
145422,8957,16.0,1,16.0,2,15.99
138710,2553,1.0,1,1.0,20,11.9
112675,3349,5.36,1,5.36,21,6.545
178799,1628,1.0,1212,0.0008250825082508251,17,112.81
254862,9624,16.0,1,16.0,17,9.33
247575,3741,8.5,1,8.5,21,7.74
59378,9565,3.3,1,3.3,2,7.99
14631,2166,1.0,1,1.0,17,9.98
246463,1236,50.4,1,50.4,16,55.08
36537,7616,16.9,1,16.9,16,17.93
261483,1516,11.0,1,11.0,21,6.58
254241,5001,1.0,1,1.0,17,13.99
276597,3976,12.7,1,12.7,16,11.05
168072,2839,10.0,1,10.0,17,4.69
297803,8184,10.8,1,10.8,20,12.825
51596,1597,22.86,1,22.86,0,16.29
26473,4713,35.27,1,35.27,23,17.99
52514,4826,5.0,1,5.0,7,5.19
75039,6305,1.0,1,1.0,25,25.85
239113,3314,40.0,1,40.0,13,18.81
35699,6407,15.0,1,15.0,9,9.58
20916,7470,50.0,1,50.0,15,33.5
127633,9188,50.0,1,50.0,25,10.454999999999998
201591,1438,1.0,1,1.0,25,33.36
38511,6588,12.0,1,12.0,17,2.905
125148,8476,1.0,1,1.0,7,4.99
117736,8278,16.0,8,2.0,17,5.085
4443,3288,90.0,1,90.0,15,19.99
222870,3645,30.0,6,5.0,23,28.25
250551,5092,1.0,1,1.0,17,33.16
168165,5298,16.0,1,16.0,2,13.82
95237,9293,56.0,1,56.0,23,8.98
164601,66,21.0,1,21.0,17,9.99
23544,8586,1.0,1,1.0,15,11.96
193861,5690,33.81,1,33.81,13,9.04
270582,7293,128.0,2,64.0,17,11.99
226263,3367,2.5,1,2.5,23,32.22
70450,6915,63.0,1,63.0,8,11.69
209039,5750,0.035,1,0.035,17,18.33
278035,1232,64.0,4,16.0,17,34.84
51799,7570,4.0,1,4.0,20,6.49
290678,1292,1.0,1,1.0,17,19.99
275952,1720,18.8,1,18.8,25,4.295
295835,7164,0.5,1,0.5,2,30.19
270721,3944,25.0,1,25.0,17,4.54
220559,3137,7.05,1,7.05,17,0.69
295936,6299,1.0,1,1.0,17,23.12
102953,2715,1.0,1,1.0,2,45.99
181718,3768,366.0,24,15.25,17,1.52
44818,2625,30.0,1,30.0,16,12.99
210492,804,1.0,1,1.0,17,6.89
295277,8469,384.0,1,384.0,2,18.71
287074,5750,19.2,12,1.5999999999999999,17,10.18
147177,2177,72.0,6,12.0,8,15.71
208819,877,13.5,12,1.125,7,19.99
296816,8605,48.0,3,16.0,15,10.585
36393,4973,1.0,1,1.0,16,11.07
265043,7401,21.96,12,1.83,23,30.735
78419,5936,2.0,2,1.0,17,6.08
108837,4096,,1,,17,13.29
122069,3380,1.5,1,1.5,20,12.49
94973,8171,16.0,1,16.0,7,17.99
160898,2771,6.0,1,6.0,2,49.63
77873,6613,48.0,1,48.0,17,3.49
215948,4113,16.0,1,16.0,17,39.98
16741,5217,32.0,2,16.0,21,19.99
212539,3600,2.0,2,1.0,2,11.765
146773,1413,16.0,1,16.0,15,97.46
183856,3768,9.6,1,9.6,13,0.63
154433,5032,8.3,1,8.3,16,35.66
173168,190,1.0,1,1.0,16,99.74
200996,9673,1.0,1,1.0,17,14.04
108870,6787,3.0,3,1.0,17,14.97
207094,10049,15.0,1,15.0,23,28.97
219634,9824,16.0,1,16.0,16,5.51
47093,9574,1.0,1,1.0,17,8.99
35103,3623,24.0,2,12.0,8,8.99
207457,5914,72.0,1,72.0,17,19.99
149096,6273,150.0,1,150.0,15,126.3
161143,5161,6.0,6,1.0,17,92.125
287986,3599,6.0,6,1.0,17,55.9
154079,2010,3.2,1,3.2,0,4.31
264205,2337,8.0,8,1.0,25,3.34
233939,930,8.47,1,8.47,20,25.99
246397,6103,1.0,1,1.0,17,11.99
22281,3766,16.0,1,16.0,17,27.95
284079,9060,24.0,24,1.0,23,57.37
129387,2843,160.0,1,160.0,17,32.99
86825,8301,1.0,1,1.0,17,5.8
203383,1223,12.0,1,12.0,8,51.0
52151,5112,6.0,6,1.0,2,17.99
36567,2522,1.0,1,1.0,20,20.0
225352,9366,18.0,2,9.0,21,2.97
110928,3812,38.0,1,38.0,9,41.61
143844,3207,16.0,1,16.0,15,97.46
155895,5219,4.6,1,4.6,17,1.0
9144,608,3.5,1,3.5,17,6.99
233434,1698,48.0,1,48.0,15,27.86
9112,5837,5.0,1,5.0,2,8.95
282476,1107,16.9,1,16.9,17,3.79
46711,3398,2.0,1,2.0,2,4.99
243313,6525,3.2,1,3.2,17,13.99
240647,983,14.5,1,14.5,2,8.99
97264,6987,96.0,1,96.0,9,6.98
171246,9112,12.0,1,12.0,17,28.89
280294,4151,96.0,6,16.0,9,33.1
292749,5092,101.4,6,16.900000000000002,16,30.53
66517,3926,9.0,1,9.0,15,6.49
208676,5261,48.0,1,48.0,25,9.99
52728,6362,1.0,1,1.0,9,19.87
191020,8411,1.0,1,1.0,16,7.62
169445,8957,16.0,1,16.0,15,13.35
57664,8569,8.6,1,8.6,23,7.16
63167,4871,128.0,4,32.0,17,7.89
190396,3314,80.0,1,80.0,17,32.54
172308,8684,2.0,1,2.0,2,10.99
206702,8313,8.0,1,8.0,7,12.0
129119,4416,12.0,12,1.0,17,64.99
149937,3314,48.0,1,48.0,23,44.47
251210,5158,3.0,1,3.0,8,9.19
245568,8215,12.0,1,12.0,25,4.99
143604,7082,100.0,1,100.0,15,86.91
55827,6041,1.0,1,1.0,17,7.99
164848,476,180.0,1,180.0,17,10.0
266061,7109,1.0,1,1.0,16,18.105
147354,9116,16.0,1,16.0,15,88.39
202829,350,32.17,1,32.17,15,29.99
159410,5732,27.9,1,27.9,27,49.94
142698,4788,27.84,1,27.84,17,17.45
126609,8828,768.0,1,768.0,16,12.49
129184,5809,2.7,1,2.7,17,14.99
206309,7964,32.0,1,32.0,8,22.74
3694,7173,24.0,1,24.0,21,2.49
49125,6738,4.0,1,4.0,17,15.53
49538,8683,24.0,1,24.0,17,13.99
224884,878,1.0,1,1.0,20,10.98
13483,2329,4.0,1,4.0,7,4.59
114318,3378,81.0,1,81.0,8,54.99
153730,2120,204.0,1,204.0,2,2.34
278080,2327,120.0,12,10.0,16,4.97
183673,9196,30.0,1,30.0,25,23.95
31518,5352,128.0,8,16.0,17,1.98
121039,4511,3.77,1,3.77,11,7.49
253904,1906,6.0,6,1.0,17,14.25
8864,2608,28.0,1,28.0,16,29.185
275640,1440,10.1,1,10.1,21,14.57
198918,9053,6.7,1,6.7,16,7.12
73456,4027,12.0,1,12.0,8,12.99
56156,2507,16.0,8,2.0,25,38.825
130310,8207,1.41,1,1.41,25,38.39
156565,7422,,1,,17,6.14
11895,3116,2.0,1,2.0,17,27.0
94061,7470,8.4,1,8.4,13,2.59
149597,912,24.0,1,24.0,15,46.04
29503,9710,96.0,1,96.0,8,16.49
42601,8515,16.0,1,16.0,9,11.99
231392,2257,240.0,1,240.0,13,3.39
100141,7144,2.0,1,2.0,2,21.0
280168,1332,384.0,12,32.0,20,9.62
170489,4511,12.0,1,12.0,20,10.99
82788,490,45.0,3,15.0,9,35.99
158608,9813,24.0,1,24.0,17,9.97
231304,4920,16.0,1,16.0,17,14.9
192760,8957,1.0,1,1.0,17,19.99
214376,6588,100.0,1,100.0,25,32.21
216864,6199,65.44,1,65.44,7,6.39
152016,5276,4.0,1,4.0,25,17.05
262,4264,14.0,14,1.0,21,8.0
7751,4799,1.0,1,1.0,15,7.24
196766,3807,25.6,1,25.6,15,3.43
246026,1012,30.0,3,10.0,16,9.33
254541,1678,96.0,1,96.0,15,19.28
218182,5804,2.0,1,2.0,17,43.99
136336,2764,16.0,1,16.0,17,18.99
53422,1360,1.0,1,1.0,13,9.98
263241,5819,4.0,4,1.0,20,13.5
174014,5170,35.3,1,35.3,17,6.59
281409,4024,20.0,1,20.0,15,7.495
274296,9073,31.0,2,15.5,17,11.64
224314,2688,14.0,8,1.75,7,14.88
210927,8385,16.0,2,8.0,23,14.99
31439,1279,86.0,9,9.555555555555555,9,10.42
145089,3024,150.0,1,150.0,15,126.3
238158,4079,1.0582,1,1.0582,25,34.99
228522,3378,7.0,2,3.5,23,12.52
5019,5959,2.4,1,2.4,20,7.29
161086,2312,30.0,1,30.0,17,73.32
262173,8222,32.0,1,32.0,23,19.99
152923,3551,11.7,1,11.7,17,10.79
121197,6230,32.0,1,32.0,25,12.98
39259,9645,384.0,1,384.0,17,7.9
221279,8809,23.6,1,23.6,2,38.795
265822,8244,12.0,1,12.0,23,3.95
225803,3476,0.92,1,0.92,16,3.89
46028,7703,11.1,10,1.1099999999999999,16,26.235
237421,3808,1.0,1,1.0,15,79.99
276358,6513,64.0,1,64.0,13,3.49
196117,8552,16.0,1,16.0,15,91.65
166622,128,2.0,1,2.0,17,10.46
81971,9533,216.0,1,216.0,17,5.16
201438,7607,144.0,12,12.0,17,25.91
193940,3106,1.76,1,1.76,23,19.51
248084,316,14.0,1,14.0,23,9.5
81591,6407,16.0,1,16.0,16,19.82
4423,1796,24.0,1,24.0,15,1.99
81384,2337,19.44,12,1.62,20,19.97
103441,4250,0.4,1,0.4,16,12.95
212312,9064,25.4,1,25.4,2,19.99
108044,8089,2.0,1,2.0,23,23.99
13771,7947,25.6,1,25.6,2,17.99
181146,3627,9.04,1,9.04,15,9.84
113999,9640,1.0,1,1.0,15,18.25
296450,2953,25.0,1,25.0,9,12.58
61147,5045,18.6,6,3.1,20,15.25
80304,7846,0.1,1,0.1,20,4.79
293980,6253,10.0,1,10.0,23,13.99
274558,1938,24.0,1,24.0,20,16.88
265318,519,10.0,1,10.0,20,9.35
76257,4233,0.5,1,0.5,21,19.99
224856,780,101.4,3,33.800000000000004,2,1.98
132484,5518,20.0,1,20.0,17,37.99
75164,5066,3.0,1,3.0,17,13.68
263175,4024,2.0,2,1.0,15,14.445
144246,1483,100.0,1,100.0,15,38.92
150659,5809,676.0,40,16.9,2,3.98
38377,487,288.0,1,288.0,17,4.49
206660,9188,72.0,1,72.0,16,12.49
71382,6074,14.8,1,14.8,23,27.49
284597,9006,32.0,1,32.0,24,19.07
211913,9909,4.4798,9,0.49775555555555556,16,19.9
120614,7723,24.65,5,4.93,9,11.75
252912,5307,28.0,1,28.0,20,14.585
82822,4270,300.0,1,300.0,16,49.47
170195,3768,26.0,1,26.0,17,2.27
10010,3627,102.0,6,17.0,2,7.59
108954,4909,28.68,12,2.39,20,8.59
22170,4875,23.0,1,23.0,0,13.25
287648,8672,348.0,24,14.5,20,1.39
193961,1101,76.2,6,12.700000000000001,5,4.39
113825,4681,8.0,1,8.0,23,25.54
16253,2500,10.5,3,3.5,17,7.065
4654,6595,1.0,1,1.0,25,12.5
145410,4776,8.8,6,1.4666666666666668,9,7.29
120572,5985,372.0,24,15.5,9,21.24
222642,4799,1.0,1,1.0,15,9.99
224230,9603,20.0,1,20.0,23,21.35
269654,143,72.0,36,2.0,0,82.62
225140,2707,4.41,1,4.41,15,8.99
144244,5627,16.0,1,16.0,15,55.93
19505,9116,8.0,1,8.0,15,26.14
206293,5254,5.7,1,5.7,17,18.58
67742,3411,32.0,1,32.0,23,17.99
143645,3794,16.0,1,16.0,15,46.64
220743,9408,1.0,1,1.0,2,11.48
265267,5836,5.0,1,5.0,2,19.95
49793,7923,4.0,1,4.0,17,9.75
224682,3923,32.0,1,32.0,7,3.99
40899,6253,148.2,1,148.2,5,6.3100000000000005
39262,3741,60.0,12,5.0,7,4.985
36254,489,24.0,1,24.0,17,4.77
190800,2337,12.0,2,6.0,2,14.99
287605,1720,252.0,24,10.5,20,1.905
188819,3590,42.0,3,14.0,16,22.97
21085,2134,150.0,1,150.0,15,93.46
220223,8586,7.2,2,3.6,23,19.75
